Track,Artist,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
My Hero,Foo Fighters,1998,4.33,4,0.398,0.927,9,-4.212,major(1),0.0567,6.2e-05,0.000177,0.0575,0.311,77.106,75,Alternative Rock
Learn to Fly,Foo Fighters,1999,3.92,4,0.465,0.919,4,-4.025,major(1),0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,76,Alternative Rock
All My Life,Foo Fighters,2002,4.39,4,0.577,0.604,5,-5.703,major(1),0.0495,0.000218,0.000579,0.477,0.637,167.719,72,Alternative Rock
Times Like These,Foo Fighters,2003,4.43,4,0.376,0.908,4,-3.793,minor(0),0.0879,1.4e-05,1.4e-05,0.241,0.266,144.581,68,Alternative Rock
Best of You,Foo Fighters,2005,4.26,4,0.366,0.94,1,-5.119,minor(0),0.0696,0.000769,9.42e-05,0.188,0.369,130.198,75,Alternative Rock
The Pretender,Foo Fighters,2007,4.49,4,0.433,0.959,9,-4.04,major(1),0.0431,0.000917,0.0,0.028,0.365,172.984,78,Alternative Rock
Walk,Foo Fighters,2011,4.27,4,0.234,0.865,9,-5.131,major(1),0.0516,3.62e-05,0.000532,0.289,0.194,137.107,68,Alternative Rock
Only Happy When It Rains,Garbage,1995,3.94,4,0.511,0.827,1,-4.55,minor(0),0.0323,3.77e-05,0.00103,0.208,0.486,121.459,55,Alternative Rock
Vow,Garbage,1995,4.5,4,0.486,0.911,5,-4.18,major(1),0.0443,8.45e-05,0.00364,0.613,0.362,126.393,33,Alternative Rock
#1 Crush,Garbage,1996,4.75,4,0.635,0.647,7,-7.055,minor(0),0.0235,0.000256,0.00132,0.358,0.464,94.196,40,Alternative Rock
Stupid Girl - Remastered 2015,Garbage,1996,4.31,4,0.634,0.756,1,-4.81,minor(0),0.0332,0.00251,0.000441,0.0427,0.661,119.948,51,Alternative Rock
I Think I'm Paranoid,Garbage,1998,3.64,4,0.559,0.772,0,-6.947,major(1),0.033,0.000553,0.0332,0.435,0.477,113.875,51,Alternative Rock
Milk,Garbage,1998,3.91,4,0.544,0.763,4,-6.556,minor(0),0.0256,0.0192,0.00159,0.154,0.603,95.018,35,Alternative Rock
Push It,Garbage,1998,4.04,4,0.564,0.909,0,-6.471,major(1),0.0311,0.00034,0.11,0.0746,0.892,123.895,42,Alternative Rock
Special,Garbage,1998,3.73,4,0.443,0.944,0,-3.71,minor(0),0.0377,8.79e-05,0.000542,0.369,0.573,131.828,42,Alternative Rock
The World Is Not Enough,Garbage,1999,3.96,4,0.477,0.855,10,-4.612,minor(0),0.03,0.0421,0.0843,0.126,0.462,85.806,39,Alternative Rock
When I Grow Up,Garbage,1999,3.41,4,0.581,0.841,7,-7.183,minor(0),0.0386,0.000772,2.52e-05,0.754,0.742,139.873,45,Alternative Rock
Allison Road,Gin Blossoms,1992,3.32,4,0.544,0.895,2,-7.253,major(1),0.0457,0.00666,0.0,0.105,0.932,134.65,49,Alternative Rock
Found Out About You,Gin Blossoms,1992,3.89,4,0.539,0.826,7,-8.037,major(1),0.0276,0.00224,0.0451,0.0832,0.669,134.718,60,Alternative Rock
Hey Jealousy,Gin Blossoms,1992,3.94,4,0.471,0.797,6,-8.407,minor(0),0.0389,0.000179,6.49e-06,0.299,0.497,152.903,63,Alternative Rock
Mrs. Rita,Gin Blossoms,1992,4.43,4,0.508,0.807,4,-8.71,minor(0),0.0318,8.12e-05,1.2e-05,0.109,0.817,142.777,29,Alternative Rock
Until I Fall Away,Gin Blossoms,1992,3.88,4,0.641,0.696,1,-9.456,minor(0),0.0266,0.00768,0.0258,0.0485,0.82,122.721,45,Alternative Rock
Follow You Down,Gin Blossoms,1996,4.5,4,0.461,0.924,4,-7.047,minor(0),0.0449,0.0123,0.0,0.0342,0.68,155.829,54,Alternative Rock
Not Only Numb,Gin Blossoms,1996,3.11,4,0.614,0.685,7,-8.309,major(1),0.0261,0.0872,0.0,0.339,0.748,112.519,38,Alternative Rock
Basket Case,Green Day,1994,3.03,4,0.442,0.943,3,-3.205,major(1),0.0602,0.00293,8.71e-06,0.091,0.781,85.064,83,Alternative Rock
Longview,Green Day,1994,3.89,4,0.381,0.732,10,-7.594,minor(0),0.0536,0.00834,0.0101,0.0854,0.814,142.504,67,Alternative Rock
When I Come Around,Green Day,1994,2.97,4,0.531,0.909,11,-4.236,major(1),0.034,0.0175,0.0,0.231,0.814,97.546,80,Alternative Rock
Good Riddance (Time of Your Life),Green Day,1997,2.56,4,0.475,0.432,7,-7.844,major(1),0.0302,0.183,0.0,0.161,0.648,94.605,81,Alternative Rock
Minority,Green Day,2000,2.8,4,0.551,0.965,0,-2.772,major(1),0.0452,0.00576,0.0,0.171,0.708,137.841,60,Alternative Rock
American Idiot,Green Day,2004,2.94,4,0.38,0.988,1,-2.042,major(1),0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,80,Alternative Rock
Boulevard of Broken Dreams,Green Day,2004,4.37,4,0.496,0.682,8,-4.095,major(1),0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,72,Alternative Rock
Holiday,Green Day,2004,3.88,4,0.552,0.89,8,-3.409,major(1),0.0342,0.000143,0.0,0.888,0.716,146.525,64,Alternative Rock
Wake Me up When September Ends,Green Day,2004,4.76,4,0.546,0.814,7,-5.146,major(1),0.0314,0.023,0.0,0.0972,0.146,104.98,77,Alternative Rock
21 Guns,Green Day,2009,5.35,4,0.268,0.742,5,-4.939,major(1),0.0355,0.0518,0.0,0.626,0.416,159.779,75,Alternative Rock
Pardon Me,Incubus,1999,3.73,4,0.579,0.812,1,-6.509,minor(0),0.0693,0.00114,0.00333,0.115,0.278,152.002,68,Alternative Rock
Stellar,Incubus,1999,3.34,4,0.582,0.765,9,-6.544,major(1),0.0376,0.00106,0.0506,0.344,0.528,128.164,62,Alternative Rock
Drive,Incubus,2000,3.87,4,0.645,0.792,4,-7.34,minor(0),0.036,0.0562,0.0121,0.119,0.666,90.565,78,Alternative Rock
Are You In?,Incubus,2001,4.4,4,0.526,0.587,2,-8.733,major(1),0.039,0.24,0.243,0.886,0.364,93.986,58,Alternative Rock
Nice to Know You,Incubus,2001,4.72,4,0.515,0.864,2,-5.384,major(1),0.0478,0.00182,7.32e-05,0.108,0.232,153.966,58,Alternative Rock
Wish You Were Here,Incubus,2001,3.55,4,0.246,0.768,9,-7.48,major(1),0.0387,0.000631,0.301,0.102,0.35,169.873,70,Alternative Rock
Megalomaniac,Incubus,2004,4.91,4,0.532,0.943,7,-4.549,minor(0),0.0512,0.0056,0.000587,0.317,0.371,140.042,55,Alternative Rock
Anna Molly,Incubus,2006,3.76,4,0.451,0.973,8,-2.611,major(1),0.0514,0.00428,7.36e-06,0.0924,0.628,151.885,60,Alternative Rock
Love Hurts,Incubus,2006,3.95,4,0.474,0.805,4,-4.063,minor(0),0.0266,0.0129,2.51e-06,0.175,0.409,78.102,56,Alternative Rock
Jane Says,Jane's Addiction,1988,4.78,4,0.402,0.597,2,-9.258,major(1),0.0327,0.0385,2.09e-06,0.109,0.496,81.806,63,Alternative Rock
Mountain Song,Jane's Addiction,1988,4.05,4,0.324,0.931,9,-6.803,major(1),0.0837,0.0155,0.0252,0.277,0.313,82.748,52,Alternative Rock
Ocean Size,Jane's Addiction,1988,4.33,4,0.257,0.901,9,-9.074,major(1),0.0832,0.0896,0.0137,0.227,0.252,93.286,45,Alternative Rock
Been Caught Stealing,Jane's Addiction,1990,3.58,4,0.639,0.929,0,-4.762,major(1),0.212,0.00326,0.0501,0.242,0.688,103.758,53,Alternative Rock
Classic Girl,Jane's Addiction,1990,5.13,5,0.302,0.556,9,-9.448,major(1),0.0336,0.0248,0.002,0.107,0.243,112.559,29,Alternative Rock
I Would for You,Jane's Addiction,1990,3.87,4,0.364,0.0287,11,-19.914,minor(0),0.0327,0.963,0.00368,0.123,0.0982,135.95,34,Alternative Rock
Stop,Jane's Addiction,1990,4.24,4,0.416,0.752,9,-8.239,major(1),0.111,0.0128,0.000527,0.595,0.354,122.789,44,Alternative Rock
Three Days,Jane's Addiction,1990,10.81,4,0.286,0.837,9,-8.711,major(1),0.083,0.00445,0.0859,0.116,0.315,106.711,39,Alternative Rock
A Praise Chorus,Jimmy Eat World,2001,4.06,4,0.461,0.936,9,-5.296,major(1),0.0678,0.0249,8.63e-06,0.222,0.484,184.184,51,Alternative Rock
Bleed American,Jimmy Eat World,2001,3.02,4,0.438,0.938,6,-5.611,minor(0),0.094,0.00842,1.08e-06,0.806,0.584,160.212,65,Alternative Rock
Goodbye Sky Harbor,Jimmy Eat World,2001,16.22,4,0.657,0.697,9,-6.901,major(1),0.0232,0.145,0.096,0.2,0.678,135.315,28,Alternative Rock
Hear You Me,Jimmy Eat World,2001,4.74,3,0.465,0.517,4,-6.189,major(1),0.0284,0.00854,0.0403,0.209,0.137,136.176,61,Alternative Rock
Sweetness,Jimmy Eat World,2001,3.67,4,0.487,0.898,5,-4.436,major(1),0.038,0.00305,0.0,0.26,0.597,135.331,68,Alternative Rock
The Middle,Jimmy Eat World,2001,2.76,4,0.643,0.849,2,-5.428,major(1),0.0526,0.0371,0.0,0.058,0.903,162.152,83,Alternative Rock
Pain,Jimmy Eat World,2004,3.02,4,0.39,0.965,0,-3.38,minor(0),0.119,0.0181,0.0,0.583,0.195,168.006,47,Alternative Rock
Work,Jimmy Eat World,2004,3.39,4,0.544,0.926,8,-3.575,major(1),0.0634,0.00741,0.0,0.214,0.352,115.081,38,Alternative Rock
Just Tonight,Jimmy Eat World,2005,3.44,4,0.393,0.939,8,-3.457,minor(0),0.0963,0.000134,0.000114,0.134,0.694,172.977,47,Alternative Rock
Disorder - 2019 Digital Master,Joy Division,1979,3.54,4,0.325,0.828,10,-6.272,minor(0),0.117,0.000269,0.729,0.11,0.73,85.115,47,Alternative Rock
Transmission,Joy Division,1979,3.64,4,0.483,0.842,7,-7.126,major(1),0.0384,0.032,0.55,0.0962,0.668,153.594,26,Alternative Rock
Warsaw - 2010 Remaster,Joy Division,1979,2.41,4,0.561,0.7,0,-8.82,major(1),0.0798,0.356,2.96e-05,0.0723,0.607,82.857,48,Alternative Rock
Atmosphere,Joy Division,1980,4.2,4,0.611,0.435,6,-10.791,major(1),0.0308,0.214,0.474,0.102,0.436,120.066,30,Alternative Rock
Dead Souls - 2007 Remaster,Joy Division,1980,4.89,4,0.484,0.962,5,-5.317,major(1),0.0585,0.0496,0.668,0.116,0.633,116.795,39,Alternative Rock
Isolation - 2007 Remaster,Joy Division,1980,2.92,4,0.544,0.783,0,-8.12,major(1),0.054,0.048,0.00734,0.0917,0.697,151.522,47,Alternative Rock
Love Will Tear Us Apart,Joy Division,1980,3.44,4,0.524,0.921,2,-7.709,major(1),0.0367,0.00103,0.768,0.128,0.908,146.849,39,Alternative Rock
New Dawn Fades - 2007 Remaster,Joy Division,1980,4.86,4,0.387,0.525,2,-9.634,major(1),0.035,0.00236,0.769,0.251,0.258,78.339,48,Alternative Rock
Shadowplay - 2019 Digital Master,Joy Division,1980,3.93,4,0.423,0.769,9,-7.2,major(1),0.0617,0.00107,0.862,0.135,0.109,145.386,44,Alternative Rock
She's Lost Control - 2007 Remaster,Joy Division,1980,3.95,4,0.485,0.846,11,-7.63,minor(0),0.0528,0.0157,0.0287,0.0766,0.743,144.246,55,Alternative Rock
"21st Century Schizoid Man - Including ""Mirrors""",King Crimson,1969,7.38,4,0.342,0.701,7,-9.916,minor(0),0.0626,0.000409,0.588,0.197,0.558,139.563,55,Alternative Rock
"Epitaph - Including ""March for No Reason"" and ""Tomorrow and Tomorrow""",King Crimson,1969,8.78,4,0.284,0.318,4,-12.919,minor(0),0.0319,0.00721,0.00864,0.0858,0.0924,131.699,53,Alternative Rock
"The Court Of The Crimson King - Including ""The Return of the Fire Witch"" and ""The Dance of the Puppets""",King Crimson,1969,10.04,4,0.337,0.344,4,-12.079,minor(0),0.0429,0.0832,0.207,0.224,0.0704,135.871,52,Alternative Rock
The Devils Triangle,King Crimson,1969,11.62,5,0.191,0.458,2,-15.031,major(1),0.0513,0.00395,0.818,0.0785,0.08,117.85,28,Alternative Rock
The Night Watch,King Crimson,1973,4.69,4,0.264,0.305,11,-15.952,minor(0),0.0413,0.0407,0.0164,0.19,0.125,118.221,30,Alternative Rock
Red,King Crimson,1974,6.26,4,0.295,0.743,9,-8.564,major(1),0.03,0.00278,0.877,0.16,0.119,88.089,40,Alternative Rock
Indiscipline,King Crimson,1981,4.55,4,0.355,0.452,7,-10.786,minor(0),0.0525,0.0168,0.298,0.0933,0.594,121.455,38,Alternative Rock
A.D.I.D.A.S.,Korn,1996,2.56,4,0.334,0.898,11,-6.821,minor(0),0.196,0.00406,0.0202,0.162,0.226,110.364,66,Alternative Rock
Blind,Korn,1997,4.3,4,0.283,0.891,2,-8.165,major(1),0.178,0.00678,0.0038,0.159,0.226,92.049,69,Alternative Rock
Freak On a Leash,Korn,1998,4.26,4,0.353,0.898,2,-5.877,major(1),0.052,2.23e-05,0.105,0.39,0.525,103.299,78,Alternative Rock
Got the Life,Korn,1998,3.76,4,0.498,0.905,11,-5.721,minor(0),0.0521,1.85e-05,0.765,0.383,0.584,123.338,72,Alternative Rock
Falling Away from Me,Korn,1999,4.52,4,0.468,0.769,4,-7.036,major(1),0.041,0.00014,0.00124,0.271,0.17,104.102,72,Alternative Rock
Make Me Bad,Korn,1999,3.93,4,0.531,0.793,11,-6.889,minor(0),0.0496,0.000192,0.0241,0.229,0.417,110.003,64,Alternative Rock
Twist,Korn,1999,0.82,4,0.558,0.989,1,-5.041,minor(0),0.158,0.395,9.81e-05,0.375,0.635,83.071,65,Alternative Rock
Here to Stay,Korn,2002,4.52,4,0.564,0.947,2,-4.998,major(1),0.0448,7.81e-06,0.828,0.373,0.351,100.002,64,Alternative Rock
Thoughtless,Korn,2002,4.55,4,0.593,0.933,5,-4.894,major(1),0.119,0.000445,0.384,0.068,0.497,153.993,56,Alternative Rock
Coming Undone,Korn,2005,3.33,4,0.687,0.677,2,-4.172,major(1),0.0508,0.000643,0.000137,0.0564,0.545,75.052,75,Alternative Rock
Crawling,Linkin Park,2001,3.48,4,0.58,0.702,4,-5.565,major(1),0.0337,0.0466,3.2e-06,0.536,0.299,105.076,79,Alternative Rock
In the End,Linkin Park,2001,3.61,4,0.556,0.864,3,-5.87,minor(0),0.0584,0.00958,0.0,0.209,0.4,105.143,86,Alternative Rock
One Step Closer,Linkin Park,2001,2.62,4,0.492,0.969,9,-4.419,major(1),0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,80,Alternative Rock
Papercut,Linkin Park,2001,3.08,4,0.524,0.939,9,-3.994,major(1),0.113,0.00022,0.0,0.623,0.661,150.184,78,Alternative Rock
Faint,Linkin Park,2003,2.7,4,0.554,0.98,4,-3.514,major(1),0.108,0.127,0.0,0.0833,0.611,135.12,80,Alternative Rock
Numb,Linkin Park,2003,3.13,4,0.488,0.87,6,-4.185,minor(0),0.0421,0.00353,0.0,0.484,0.211,110.072,84,Alternative Rock
Somewhere I Belong,Linkin Park,2003,3.57,4,0.451,0.951,1,-3.754,major(1),0.0645,0.000386,2.56e-06,0.261,0.441,162.041,71,Alternative Rock
Breaking the Habit,Linkin Park,2005,3.27,4,0.58,0.865,4,-4.359,minor(0),0.0313,0.105,0.0,0.106,0.587,100.016,66,Alternative Rock
Bleed It Out,Linkin Park,2007,2.74,4,0.541,0.969,11,-3.439,major(1),0.0458,0.113,0.0,0.638,0.599,140.119,79,Alternative Rock
I'm Waiting for the Man - May 1965 Demo,Lou Reed,1965,4.73,4,0.61,0.224,5,-13.471,major(1),0.0314,0.981,0.0259,0.153,0.349,99.035,17,Alternative Rock
Perfect Day,Lou Reed,1972,3.75,3,0.4,0.267,10,-12.488,major(1),0.0323,0.744,0.00734,0.103,0.0872,144.799,66,Alternative Rock
Satellite of Love,Lou Reed,1972,3.69,4,0.458,0.502,5,-10.186,major(1),0.0294,0.442,5.51e-06,0.299,0.571,121.861,56,Alternative Rock
Sweet Jane,Lou Reed,1972,7.95,4,0.394,0.649,4,-12.938,major(1),0.0571,0.178,0.311,0.212,0.699,111.317,27,Alternative Rock
Vicious,Lou Reed,1972,2.94,4,0.605,0.846,2,-7.755,major(1),0.0337,0.0006,0.886,0.0526,0.952,124.247,52,Alternative Rock
Walk On the Wild Side,Lou Reed,1972,4.24,4,0.575,0.318,0,-16.729,major(1),0.109,0.683,0.000202,0.0934,0.385,104.522,75,Alternative Rock
Heroin - Live,Lou Reed,1974,13.06,4,0.259,0.623,0,-9.512,major(1),0.103,0.218,0.127,0.991,0.197,169.863,30,Alternative Rock
Rock 'N' Roll - Live,Lou Reed,1974,10.15,4,0.442,0.861,5,-8.781,major(1),0.132,0.211,0.0637,0.954,0.526,138.158,31,Alternative Rock
Coney Island Baby,Lou Reed,1975,6.59,4,0.536,0.432,0,-9.495,major(1),0.0364,0.547,9.93e-05,0.128,0.474,80.34,48,Alternative Rock
Dramamine,Modest Mouse,1996,5.7,3,0.378,0.736,4,-9.438,minor(0),0.0407,0.326,0.105,0.107,0.796,182.672,56,Alternative Rock
3rd Planet,Modest Mouse,2000,3.97,4,0.536,0.567,7,-7.512,major(1),0.113,0.326,1.87e-05,0.109,0.433,82.191,47,Alternative Rock
Float On,Modest Mouse,2004,3.47,4,0.649,0.888,6,-4.807,major(1),0.0293,0.013,2.23e-06,0.0888,0.553,100.975,74,Alternative Rock
Gravity Rides Everything,Modest Mouse,2004,4.33,4,0.395,0.443,4,-7.972,major(1),0.0396,0.431,0.0352,0.504,0.714,103.262,50,Alternative Rock
Ocean Breathes Salty,Modest Mouse,2004,3.74,4,0.646,0.964,7,-3.177,major(1),0.0369,0.0407,3.65e-06,0.293,0.747,95.479,54,Alternative Rock
The World At Large,Modest Mouse,2004,4.54,4,0.523,0.477,6,-9.076,major(1),0.0254,0.0961,0.000106,0.101,0.249,76.973,54,Alternative Rock
Dashboard,Modest Mouse,2007,4.1,4,0.639,0.903,11,-5.013,minor(0),0.0371,0.00963,7.06e-05,0.174,0.96,135.938,60,Alternative Rock
Missed the Boat,Modest Mouse,2007,4.41,4,0.71,0.698,2,-5.797,major(1),0.0332,0.0697,0.0,0.478,0.852,104.007,56,Alternative Rock
Parting of the Sensory,Modest Mouse,2007,5.57,4,0.59,0.954,9,-4.679,minor(0),0.0726,0.16,0.000242,0.159,0.718,129.979,39,Alternative Rock
Lampshades on Fire,Modest Mouse,2015,3.13,4,0.659,0.906,7,-3.906,minor(0),0.0428,0.156,3.27e-06,0.105,0.792,94.997,55,Alternative Rock
Plug in Baby,Muse,2001,3.63,4,0.408,0.965,2,-4.232,major(1),0.05,6.94e-06,0.000402,0.11,0.349,136.018,53,Alternative Rock
Hysteria,Muse,2003,3.78,4,0.256,0.911,0,-4.479,major(1),0.0868,8.58e-05,0.000925,0.232,0.428,186.078,72,Alternative Rock
Time is Running Out,Muse,2003,3.94,4,0.544,0.892,9,-3.212,minor(0),0.0591,0.000644,0.00266,0.0832,0.317,118.005,68,Alternative Rock
Knights of Cydonia,Muse,2006,6.1,4,0.366,0.963,11,-5.301,minor(0),0.142,0.000273,0.0122,0.115,0.211,137.114,67,Alternative Rock
Starlight,Muse,2006,4.0,4,0.55,0.874,4,-4.046,major(1),0.0321,0.000436,1.02e-05,0.206,0.318,121.61,72,Alternative Rock
Supermassive Black Hole,Muse,2006,3.54,4,0.668,0.921,7,-3.727,major(1),0.0439,0.0492,0.00517,0.0877,0.782,120.0,79,Alternative Rock
Resistance,Muse,2009,5.78,4,0.467,0.774,9,-6.569,minor(0),0.0485,0.0616,0.289,0.108,0.0916,135.006,61,Alternative Rock
Undisclosed Desires,Muse,2009,3.92,4,0.683,0.585,8,-6.76,major(1),0.0323,0.00819,0.0162,0.0797,0.641,115.997,65,Alternative Rock
Uprising,Muse,2009,5.08,4,0.602,0.905,2,-4.046,major(1),0.0775,0.000202,0.064,0.117,0.411,128.019,75,Alternative Rock
Madness,Muse,2012,4.68,4,0.502,0.417,10,-7.665,major(1),0.0718,0.127,0.00419,0.106,0.218,180.301,67,Alternative Rock
Lose My Breath,my bloody valentine,1991,3.63,4,0.378,0.606,6,-13.003,major(1),0.0261,0.00362,0.84,0.116,0.436,91.875,40,Alternative Rock
Only Shallow,my bloody valentine,1991,4.29,4,0.138,0.691,0,-7.976,major(1),0.0443,0.000377,0.786,0.0895,0.36,170.342,50,Alternative Rock
Helena,My Chemical Romance,2004,3.41,4,0.356,0.96,4,-3.487,major(1),0.104,0.0142,0.0,0.209,0.0857,125.921,76,Alternative Rock
I'm Not Okay (I Promise),My Chemical Romance,2004,3.11,4,0.21,0.94,9,-3.427,major(1),0.123,0.00602,0.0,0.269,0.255,179.722,75,Alternative Rock
SING,My Chemical Romance,2004,4.51,4,0.606,0.942,2,-3.618,major(1),0.0357,0.000233,7.07e-06,0.106,0.373,110.98,57,Alternative Rock
The Ghost of You,My Chemical Romance,2005,3.24,4,0.202,0.886,11,-3.805,minor(0),0.0816,0.0286,0.0,0.643,0.192,145.781,70,Alternative Rock
Famous Last Words,My Chemical Romance,2006,4.99,4,0.467,0.883,2,-3.679,minor(0),0.106,0.000321,0.000152,0.125,0.309,122.252,71,Alternative Rock
Teenagers,My Chemical Romance,2006,2.7,4,0.463,0.857,4,-3.063,major(1),0.0632,0.0506,0.0,0.184,0.856,111.647,81,Alternative Rock
The Sharpest Lives,My Chemical Romance,2006,3.35,4,0.513,0.937,1,-3.427,minor(0),0.0532,0.000111,0.000102,0.083,0.543,155.015,65,Alternative Rock
Welcome to the Black Parade,My Chemical Romance,2006,5.19,4,0.217,0.905,2,-4.103,major(1),0.0752,0.000289,0.00011,0.222,0.236,96.95,78,Alternative Rock
I Don't Love You,My Chemical Romance,2007,3.98,4,0.289,0.796,0,-4.22,major(1),0.0494,0.00837,2.61e-05,0.202,0.33,169.835,74,Alternative Rock
Temptation,New Order,1982,6.99,4,0.6,0.881,0,-9.478,major(1),0.0337,0.29,0.851,0.222,0.936,124.977,55,Alternative Rock
Age of Consent - 2015 Remaster,New Order,1983,5.26,4,0.372,0.91,2,-5.559,major(1),0.0392,0.00101,0.0944,0.13,0.756,161.964,63,Alternative Rock
Blue Monday,New Order,1983,7.49,4,0.762,0.651,0,-13.34,major(1),0.0655,0.00198,0.856,0.111,0.941,130.395,70,Alternative Rock
Love Vigilantes - 2015 Remaster,New Order,1985,4.32,4,0.548,0.894,7,-5.988,major(1),0.0349,0.00702,6.29e-06,0.081,0.8,136.12,46,Alternative Rock
The Perfect Kiss - 2015 Remaster,New Order,1985,4.82,4,0.629,0.859,0,-6.065,major(1),0.0325,0.00521,0.252,0.131,0.8,130.405,47,Alternative Rock
1963,New Order,1986,5.59,4,0.631,0.778,8,-12.989,major(1),0.0303,0.0241,0.0998,0.0323,0.927,125.75,32,Alternative Rock
Bizarre Love Triangle,New Order,1986,4.39,4,0.613,0.885,10,-7.463,major(1),0.052,0.0804,0.746,0.0997,0.919,118.506,65,Alternative Rock
"Shellshock - 7"" Edit; 2015 Remaster",New Order,1986,4.41,4,0.673,0.956,2,-6.671,minor(0),0.0465,0.0258,7.98e-05,0.2,0.818,122.276,39,Alternative Rock
True Faith,New Order,1987,5.92,4,0.589,0.784,0,-13.037,major(1),0.0312,0.175,0.0767,0.132,0.941,116.981,58,Alternative Rock
Regret,New Order,1993,4.16,4,0.504,0.966,5,-3.116,major(1),0.0329,0.000819,0.0747,0.226,0.742,129.595,35,Alternative Rock
Head Like A Hole,Nine Inch Nails,1989,4.99,4,0.666,0.798,9,-11.26,major(1),0.0477,0.00848,0.00186,0.585,0.442,115.382,60,Alternative Rock
Terrible Lie,Nine Inch Nails,1989,4.65,4,0.61,0.605,6,-12.484,major(1),0.0419,0.000925,0.157,0.344,0.458,87.953,52,Alternative Rock
Wish,Nine Inch Nails,1992,3.78,4,0.516,0.989,7,-7.206,major(1),0.0754,0.000407,0.355,0.697,0.149,135.053,53,Alternative Rock
Closer,Nine Inch Nails,1994,6.22,4,0.546,0.724,10,-8.639,minor(0),0.0427,0.000273,0.667,0.133,0.586,89.991,71,Alternative Rock
Hurt,Nine Inch Nails,1994,6.24,4,0.566,0.124,11,-18.166,minor(0),0.0431,0.709,0.0104,0.132,0.11,79.924,59,Alternative Rock
March Of The Pigs,Nine Inch Nails,1994,2.97,1,0.503,0.903,2,-7.427,major(1),0.0527,0.0218,0.197,0.0861,0.0586,134.462,57,Alternative Rock
Sin,Nine Inch Nails,1994,4.11,4,0.634,0.865,11,-10.799,major(1),0.0531,0.00104,0.701,0.867,0.74,128.439,49,Alternative Rock
The Perfect Drug,Nine Inch Nails,1997,5.26,4,0.627,0.883,5,-8.988,minor(0),0.0946,0.0207,0.00364,0.323,0.252,149.024,52,Alternative Rock
We're In This Together,Nine Inch Nails,1999,7.28,4,0.551,0.692,0,-7.256,major(1),0.0346,0.000255,0.218,0.278,0.2,100.061,16,Alternative Rock
Into The Void,Nine Inch Nails,2000,4.82,4,0.712,0.796,8,-5.926,major(1),0.0435,0.145,0.0475,0.076,0.361,93.046,51,Alternative Rock
About A Girl,Nirvana,1989,2.81,4,0.413,0.875,6,-7.48,minor(0),0.031,5.13e-06,0.00058,0.209,0.575,131.951,80,Alternative Rock
Breed,Nirvana,1991,3.07,4,0.262,0.969,4,-4.675,major(1),0.0894,3.69e-06,0.00213,0.133,0.263,158.433,65,Alternative Rock
Come As You Are,Nirvana,1991,3.65,4,0.5,0.824,4,-5.846,minor(0),0.0388,0.00016,0.00161,0.0916,0.539,120.125,77,Alternative Rock
In Bloom,Nirvana,1991,4.25,4,0.436,0.876,10,-4.902,minor(0),0.0647,3.33e-05,0.000104,0.205,0.512,157.044,68,Alternative Rock
Lithium,Nirvana,1991,4.28,4,0.678,0.656,7,-6.41,major(1),0.0381,0.00174,0.0,0.0631,0.485,123.207,70,Alternative Rock
Smells Like Teen Spirit,Nirvana,1991,5.03,4,0.502,0.912,1,-4.556,major(1),0.0564,2.55e-05,0.000173,0.106,0.72,116.761,78,Alternative Rock
All Apologies,Nirvana,1993,3.89,4,0.446,0.632,1,-12.197,major(1),0.034,0.0793,0.000266,0.0881,0.359,113.176,72,Alternative Rock
Heart-Shaped Box,Nirvana,1993,4.69,4,0.256,0.641,1,-10.283,major(1),0.0552,0.199,0.0329,0.0853,0.382,203.006,81,Alternative Rock
Rape Me,Nirvana,1993,2.83,4,0.42,0.746,8,-10.628,major(1),0.0467,0.0141,0.0,0.0661,0.229,111.886,71,Alternative Rock
The Man Who Sold The World - Live,Nirvana,1994,4.35,4,0.483,0.753,1,-8.937,minor(0),0.0832,0.425,0.000142,0.257,0.42,115.102,75,Alternative Rock
Just A Girl,No Doubt,1995,3.49,4,0.638,0.906,2,-4.824,major(1),0.0504,0.0662,6.88e-05,0.142,0.767,107.991,74,Alternative Rock
Spiderwebs,No Doubt,1995,4.45,4,0.49,0.852,10,-7.192,major(1),0.0502,0.0376,2.21e-06,0.126,0.663,143.248,62,Alternative Rock
Don't Speak,No Doubt,1996,4.39,4,0.52,0.709,5,-7.125,minor(0),0.0352,0.247,1.78e-05,0.18,0.536,76.039,79,Alternative Rock
Bathwater,No Doubt,2000,4.05,4,0.624,0.732,4,-4.931,minor(0),0.0543,0.412,0.0,0.33,0.619,145.929,51,Alternative Rock
Ex-Girlfriend,No Doubt,2000,3.54,4,0.546,0.907,4,-4.117,minor(0),0.09,0.0135,0.00232,0.169,0.654,173.178,52,Alternative Rock
Simple Kind Of Life,No Doubt,2000,4.28,4,0.576,0.849,0,-5.199,major(1),0.0355,0.0678,0.0,0.278,0.482,119.999,49,Alternative Rock
